-13.208,10.711,26.623,-27.364,28.411,-8.2779,1.7732,32.186,-10.288,3.1789,-13.239,14.303,3.8868,-1.4994,-10.382,-33.08,-19.499
7.7585,-21.994,-18.85,-7.8837,-20.736,-5.5908,-16.309,-13.207,-8.4125,-24.003,-8.6137,1.5167,11.33,5.4288,-1.5612,14.878,14.764
4.4098,-7.4222,-29.682,9.3329,29.767,36.35,-19.234,-4.5522,8.5386,-5.0051,-24.653,-8.1658,-2.9062,-16.188,-3.683,-0.50929,37.713
-2.8989,-25.489,-1.9461,3.3804,17.416,24.319,-17.88,-9.6747,-0.46447,-28.019,-0.11777,-17.453,34.94,24.134,-2.2844,4.1723,-8.2355
-13.444,22.058,10.68,-6.6826,12.358,3.9239,12.345,-12.103,2.559,-7.4589,-8.7932,17.596,-29.911,6.9958,11.744,11.263,-7.1474
12.196,10.46,17.092,3.0359,9.5278,-6.1561,6.6417,-13.341,2.1137,29.953,-18.872,3.6746,2.4946,-24.317,24.606,-10.714,-11.539
-0.38967,4.2767,1.4332,4.6752,-22.381,-25.055,9.0175,9.1146,-6.6724,-7.4965,-12.124,13.018,14.192,22.149,-0.30226,10.389,-18.386
-16.264,17.765,-6.7013,-19.526,0.87156,-0.69024,-2.1029,10.599,-11.285,33.473,17.196,-0.60796,-27.664,-1.2689,-3.7946,20.946,-0.83675
-13.305,-4.1721,-17.551,-19.315,5.499,-14.975,-3.667,-11.093,3.2491,9.8388,-12.148,-14.587,-16.887,0.75637,-4.7856,-7.5404,0.028375
17.574,-14.176,19.741,-24.037,-24.267,16.81,-10.377,-11.21,-3.8527,33.146,-1.4502,21.317,-9.0804,-14.025,-15.668,-2.0568,16.057
-2.5412,14.199,15.132,9.1783,14.194,-18.575,0.025134,-0.18361,-8.4929,-7.5628,18.391,-8.0158,3.0764,-12.913,-1.3482,23.201,11.07
-15.169,3.7099,7.8366,3.453,-1.8414,-16.728,-11.154,-8.2925,3.4225,5.9138,-2.9683,-2.1007,-14.317,26.502,-9.1063,-28.95,-22.041
-17.984,-8.963,7.6608,22.422,-43.907,-10.054,7.3518,-5.7956,-9.4768,-3.8548,-34.785,-40.86,2.7794,15.86,-5.1879,-40.194,8.209
8.2155,-2.6528,2.6436,19.889,13.591,10.809,-6.8718,-22.247,-3.9649,5.3166,15.194,-22.569,27.134,27.763,-15.273,-8.3289,-23.902
13.383,6.2819,-0.27231,-0.9054,-13.56,-3.9851,1.721,0.78719,-5.7156,-8.2803,12.805,1.7698,12.417,-14.445,-17.958,11.664,6.193
10.272,26.063,-12.281,-6.6274,11.149,26.796,-17.889,16.749,-16.616,-46.564,-0.39539,20.573,5.5396,-13.935,6.6584,-9.3816,4.5619
-2.7221,4.6958,-1.1664,-6.6141,10.503,-5.9967,0.46169,8.1311,34.827,-5.5991,12.739,-0.99978,15.659,-25.393,-3.4319,-26.578,-12.273
3.2448,2.9792,0.32214,-2.5041,-19.563,-0.22558,1.7488,6.745,5.3896,6.9947,-2.4649,-2.493,0.81344,3.2023,-14.826,7.5122,23.304
8.2116,8.0289,-19.476,25.764,19.551,-17.401,-31.199,-6.0495,-13.556,-5.1515,-0.9653,-9.2601,-13.754,6.8867,18.89,8.261,7.8405
-19.293,-26.158,2.053,-0.57506,-6.3595,-21.398,20.272,-8.5857,-4.9577,-7.524,2.0777,-3.883,7.1447,4.0885,23.459,9.7939,3.9687
6.6638,10.859,10.316,3.6415,9.8347,-5.3462,4.4715,-10.849,26.168,-9.4295,-11.017,5.3778,5.4617,24.065,23.192,-1.2236,-0.62729
-0.64053,-29.892,-0.076601,2.8026,10.434,-3.9901,-15.227,-4.5455,-1.0298,5.0419,13.987,17.969,-15.215,10.716,16.284,14.189,-20.823
-5.0483,24.187,11.889,-9.8846,1.8297,0.59388,-1.5613,3.2975,3.8998,16.756,17.527,-11.524,-0.49617,-7.2646,1.8914,11.431,-24.032
13.211,-10.258,-12.579,5.1197,-10.883,-6.437,-17.821,8.9134,1.558,2.342,40.46,16.661,-14.401,-0.89807,-10.55,13.323,5.71
43.866,16.996,-2.2926,23.61,26.752,23.481,-15.031,-0.55046,7.5263,14.59,0.96327,-7.6513,1.5026,5.8863,14.6,4.3321,4.7658
14.117,-19.348,-10.186,-5.6061,6.8991,-22.02,-9.8142,1.2547,-22.736,-26.538,6.82,-29.35,-21.875,19.69,-9.5248,1.2025,4.7615
-0.017302,9.2623,32.15,-9.5002,18.415,-10.826,-6.8344,16.825,24.637,1.6233,-17.962,10.509,12.761,-6.7576,-8.4152,-18.118,-25.39
-1.2449,0.22674,16.14,2.7348,-12.98,-0.16431,-4.0941,10.311,21.094,2.1332,17.36,-4.9475,10.113,23.265,-9.7899,21.026,5.5645
13.332,-8.6962,21.104,24.567,13.883,7.8554,2.4458,6.4141,-21.723,-6.4382,11.015,-0.16847,14.432,20.941,12.917,12.657,4.0323
-2.6883,-6.2464,3.9525,10.601,20.988,-6.5092,-8.2281,-0.47811,17.502,16.49,-2.473,-2.9916,45.573,-14.774,15.274,6.2049,4.3407
-29.734,-3.1854,-27.1,-3.8936,-0.16852,-2.806,13.34,-2.9553,10.377,18.18,-3.5207,-17.986,0.86244,14.559,1.8828,12.767,12.622
-5.5472,-2.6074,18.055,-26.457,11.152,-3.3853,-14.924,7.6509,2.6167,9.7749,-22.521,-22.699,-0.6751,5.4674,-4.7546,-25.891,13.956
-21.444,-9.0388,-5.5295,-13.541,8.7048,-30.675,0.010818,-2.2716,-7.025,14.728,-12.663,-20.425,-7.3153,3.548,3.6043,-0.26649,-9.0406
1.4247,10.508,-2.7753,-7.5151,-8.5896,-8.6621,-0.081586,-10.338,0.55381,-5.6736,6.1776,5.5596,36.792,-13.552,-9.8205,-1.7457,-13.945
-12.462,-9.6428,-4.9314,-9.3177,-12.783,-26.236,27.049,7.5463,-4.1764,22.858,5.343,-10.422,-1.3495,15.27,8.5205,4.4674,-18.479
-2.2534,-8.5503,-3.8311,-20.675,9.4403,-20.919,2.5922,-8.5682,-51.575,16.202,7.4427,-11.267,27.314,-16.958,-21.343,3.638,-8.7973
-7.6615,23.549,5.3863,-9.1423,-12.833,-15.785,-0.1709,0.27809,11.016,-13.72,-0.78129,-14.693,-0.38232,12.542,-18.915,-11.393,0.25228
34.608,-34.09,-13.026,-17.987,-23.853,-3.838,0.53551,17.52,9.7936,-15.105,18.826,30.954,0.88923,-7.7908,-1.4956,-9.2471,8.7014
12.584,-0.89124,7.1282,-13.969,9.0695,-31.731,13.573,-12.773,10.418,-14.098,12.071,-24.852,-1.9194,9.7497,-9.6929,15.365,5.8771
-15.168,-21.211,5.5224,7.4269,-3.4751,-27.116,-1.0764,-11.538,-7.4568,-45.325,5.2478,-14.588,9.597,26.089,-17.895,-19.856,-17.141
2.7811,-8.9732,-39.587,0.63712,-22.55,-35.672,0.44015,7.2163,26.604,-27.478,-3.2935,-7.9897,-14.491,13.43,25.131,-11.562,8.9031
-3.3941,-9.4948,3.8619,-10.499,-3.7341,8.6712,2.452,-1.1943,-9.1374,14.869,1.0134,-13.501,6.7676,2.4649,7.0076,-0.62936,15.244
-2.4381,1.8966,-12.589,27.746,7.032,9.0559,-0.69737,1.4259,0.24444,-15.981,7.0752,-11.715,2.3266,5.2633,16.708,-1.5749,49.859
-8.3512,9.2309,22.965,-6.3907,0.80841,1.1574,-22.695,-14.527,-14.832,1.7244,7.988,-41.797,25.848,15.103,-5.7138,24.561,15.546
-3.2111,29.283,6.9091,21.942,-13.319,-33.425,23.997,-2.8891,-18.951,4.807,-20.566,0.89382,-23.087,-10.899,6.0123,-2.6275,-0.37971
2.9846,9.011,29.103,-19.835,-15.562,-16.386,-1.4207,-10.523,-28.516,-12.627,17.322,26.294,6.9317,-10.907,30.405,17.193,-1.5145
-2.7757,4.4537,-17.037,-4.1869,-8.95,-5.8211,-24.347,-6.5535,-4.6171,-8.07,-6.4954,-8.7443,-8.221,5.634,11.133,8.9611,-24.357
-1.0205,-6.7712,-12.184,-13.082,-7.632,-28.948,17.238,20.971,12.771,17.28,-13.901,0.32039,14.69,-11.241,10.186,-22.684,1.1329
-4.9998,-13.257,-1.7612,8.0927,-13.481,-4.8581,11.167,-13.753,5.6678,-11.226,-14.157,15.398,33.335,17.734,-13.919,-23.144,2.2521
21.719,7.6719,4.8844,22.302,-7.2759,25.74,-0.99028,8.9255,-9.0946,11.575,8.7651,-9.4298,20.628,-11.378,30.639,4.5283,29.039
3.2974,15.44,-12.809,17.588,5.5755,-9.3513,28.814,-2.8522,-11.453,-6.1794,8.7237,0.14283,10.123,0.21535,-25.231,17.908,-4.6796
-14.253,-4.7015,-7.6492,-3.5915,15.632,-5.9078,-5.9524,8.5351,0.78757,-20.235,3.9891,-26.327,16.334,12.25,11.014,31.332,20.673
-0.5902,-2.7182,-2.2996,-7.5569,15.623,36.102,18.511,-0.87956,-4.4125,-6.4017,-7.3928,-3.0447,-3.1714,-9.9906,14.453,-15.019,11.282
-14.678,11.813,-1.8057,16.212,1.8565,-15.814,-5.1989,-25.614,-24.268,9.1477,-4.3941,-16.048,-21.466,-2.7923,3.584,-3.4417,5.1444
3.5845,34.278,24.664,-34.904,-8.2344,15.691,-0.0080132,2.3338,13.847,-26.363,-23.202,7.741,18.253,1.8747,2.667,8.4628,-6.509
8.9279,-1.8041,-35.78,-9.1461,-1.6991,-15.362,-20.72,-35.456,3.5057,42.674,-13.443,8.2377,-1.5339,30.128,-11.284,4.4198,-0.52018
-19.102,-12.997,-4.6946,-12.732,19.686,-14.001,-28.013,-7.1034,-28.796,4.9575,27.962,9.3064,24.151,-4.6562,-7.2471,18.485,26.192
-14.506,-2.6681,13.761,28.688,22.206,-27.043,9.0599,-0.56125,-6.9962,-18.421,-16.788,-6.8161,31.945,-58.846,7.5644,-9.3034,-21.428
-12.221,0.31138,-17.546,19.33,-18.586,10.238,-23.444,-4.0636,0.50353,0.66668,-20.123,22.309,8.6932,2.75,5.0763,20.022,21.277
-4.831,13.343,-20.413,30.552,7.31,2.9203,17.147,11.111,0.6488,2.8586,-21.351,13.448,8.143,11.299,23.553,12.727,-5.5968
1.6955,-5.9093,-0.067546,8.824,-7.641,18.5,-1.3198,-14.069,1.198,-2.4571,3.163,16.908,-5.3441,6.0403,6.2046,-16.213,-13.131
3.8706,10.282,4.8849,-5.3434,-48.376,-6.8619,-20.221,-8.3078,-8.0849,-6.8852,-36.033,22.058,-8.4958,5.1806,-8.9,22.801,2.8796
8.8206,14.123,-11.483,-3.6149,18.117,-2.5747,6.3524,5.817,15.462,-9.901,5.8695,7.9157,-2.6872,-20.293,1.2231,1.3876,7.4822
23.83,-14.111,9.7208,-5.2018,13.684,25.818,7.1871,-38.33,-15.398,-9.3438,3.7132,-11.221,-5.547,0.057177,-20.288,10.059,-11.003
-8.1642,-11.588,12.38,28.486,6.2169,12.341,24.644,3.4491,15.75,-1.1609,27.665,1.7255,-5.5755,13.353,12.78,17.097,-13.29
7.9456,-18.229,-0.13587,6.1057,-12.71,-0.78591,-4.6101,-6.6439,3.9289,-10.179,0.60031,17.325,-1.0757,4.8739,-1.0154,-5.0395,5.1026
19.612,26.479,12.338,3.5374,-2.1348,4.2438,-2.2746,7.0968,-0.94107,-6.2401,8.6134,6.6588,22.012,11.879,2.4738,2.1565,-36.301
-15.524,-32.605,-10.752,-23.941,-0.51492,11.188,-16.092,11.23,11.651,25.13,-5.2315,-5.704,12.958,9.0972,2.5859,16.151,20.795
-4.9435,-1.3764,10.92,-4.7762,-25.866,11.026,-24.113,-34.76,9.2728,-14.502,-18.681,11.992,6.9278,-12.824,-8.1182,0.41416,-1.5202
-43.094,-11.151,-20.449,-2.1906,17.686,-22.029,3.8271,4.5447,-30.276,-13.64,15.191,32.859,-18.979,19.305,13.657,21.059,14.597
-2.0878,-7.6274,2.1429,-29.423,0.018437,-31.346,-2.7882,-12.239,27.352,17.91,-19.785,4.0456,17.517,12.67,7.1194,17.578,-37.301
-6.404,-11.2,17.987,35.203,-28.192,-11.524,11.673,-3.0445,-3.7123,9.9674,-20.702,-3.9029,-16.279,-3.1582,5.6387,5.8674,-11.707
-17.013,8.1007,1.1221,14.91,-2.3111,15.482,-10.645,-16.955,10.239,-12.586,-5.6012,-27.705,3.4262,26.138,-28.84,-11.755,7.1702
10.577,-7.2441,-24.909,-9.0439,8.7796,-12.103,6.3994,-0.9049,17.066,-18.072,42.122,-15.237,-8.7086,-22.131,-8.7953,5.5389,-9.1368
-1.7332,13.11,-29.902,6.8039,-1.5887,1.5071,-3.2207,-12.108,-16.196,-28.353,9.4819,-25.259,5.652,1.6306,-7.98,-12.772,15.398
-2.3195,-17.113,11.891,1.9731,12.149,8.5143,7.8364,-2.0083,-11.671,-5.1848,5.0729,4.9474,2.5871,-12.23,-18.775,1.7213,-8.2042
1.285,0.32736,23.568,-7.3014,10.501,3.9738,27.531,-4.3705,17.963,-8.3057,2.4923,30.914,-10.326,-14.009,1.963,-10.228,-19.233
-35.773,-10.05,13.325,-0.33741,-24.596,19.536,-7.124,17.297,28.656,0.58494,0.32958,1.2057,-15.971,-26.623,6.8592,-11.102,2.3943
-15.598,-19.395,0.03575,-9.9918,-2.0879,-14.562,-12.146,-35.212,10.302,23.571,6.6908,-35.698,5.654,28.046,-19.504,-3.9542,-8.1154
2.2455,-2.871,12.339,-22.878,20.749,-3.6343,-12.659,-5.486,17.431,15.544,-16.055,-5.4347,2.5664,2.9294,-4.8573,6.1218,-7.06
-15.673,-35.136,14.107,1.1217,2.2154,7.6827,-13.782,16.628,18.223,13.434,5.6484,-5.7823,37.124,3.2531,-3.8279,-6.2525,26.767
-21.484,18.895,-15.318,-14.752,14.952,-3.8242,-8.4803,9.0598,1.701,-19.613,-6.3375,-2.1114,2.3251,7.4464,17.027,-9.1085,9.8385
8.2694,-32.057,33.817,17.905,-18.956,7.3486,3.7957,18.808,-11.787,16.451,-9.6896,14.292,11.962,22.178,-7.8883,-0.13871,-14.093
28.781,-9.7701,9.2363,32.899,-10.296,6.9358,-17.069,20.824,0.34765,23.44,-6.3004,-0.53248,-10.097,2.8508,-11.381,-7.8771,21.101
-19.628,6.5366,27.944,-2.2729,-21.075,-19.831,4.5259,10.906,-29.921,25.129,-5.7419,6.0133,-11.307,-0.64791,-20.179,-1.0736,-13.173
-3.5885,21.251,12.228,-28.841,12.177,8.6667,-3.426,-38.885,-10.487,-7.3244,-2.3102,9.3094,18.048,8.0636,-21.387,5.2863,20.049
-2.3239,-11.881,-21.382,-0.35976,-5.6133,0.047882,7.2495,-6.2757,-3.6867,-13.083,-2.5299,8.5902,1.5301,-5.4971,6.0012,-22.875,9.6933
24.986,13.531,34.334,-10.447,4.0519,-10.58,13.764,19.358,10.143,7.7593,-7.4381,15.499,-0.68011,14.523,-12.4,-13.663,9.4365
25.749,2.5137,-20.288,-17.441,0.83841,11.037,10.02,4.2543,-11.854,14.139,-13.634,12.152,12.062,-31.108,11.119,-7.6013,-4.2677
7.2475,4.0203,2.5425,-18.851,31.426,-10.612,-5.3258,-6.214,-6.6539,27.9,6.1829,-7.1031,4.1249,9.6334,-30.998,-21.443,-7.018
3.9691,-17.1,-4.5958,-12.32,12.154,-14.175,21.792,-2.9557,11.903,-24.7,-25.027,5.7739,6.3093,-8.958,5.8596,3.7459,20.472
10.313,-0.23138,-2.4685,5.9915,-0.36225,-7.4707,-29.46,12.995,4.2827,15.5,-8.7884,-4.3032,17.161,20.465,17.62,-0.81118,-12.491
-12.516,0.81744,4.09,-11.246,-6.0656,3.395,-26.185,-29.195,-3.144,-15.353,-11.835,-16.561,-16.229,-17.916,3.8925,0.18384,4.3472
